id,school_id,constituent_id,degree_type,school_or_unit,major,class_year,start_year,record_source
12235,1,5981,B.A. Bachelor of Arts,College of Arts and Sciences,English,2028,2024,crm_import
12236,1,6258,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2029,2025,online
12237,1,16447,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,,2026,online
12238,1,6752,B.B.A. Bachelor of Business Administration,School of Education,Education,2028,2024,crm_import
12239,1,2965,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2029,2025,crm_import
12240,1,12035,B.S. Bachelor of Science,School of Engineering,Computer Science,2030,2026,crm_import
12241,1,14175,B.A. Bachelor of Arts,College of Arts and Sciences,English,,2023,crm_import
12242,1,5946,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2028,2024,crm_import
12243,1,6226,,School of Engineering,Computer Science,2029,2025,crm_import
12244,1,3880,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,,2026,crm_import
12245,1,5494,B.A. Bachelor of Arts,School of Engineering,Computer Science,2027,2023,online
12246,1,3727,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,2028,2024,online
12247,1,15845,B.A. Bachelor of Arts,School of Engineering,Computer Science,,2025,advancement_entry
12248,1,10555,B.S. Bachelor of Science,School of Business,Business Administration,2027,2023,crm_import
12249,1,3949,B.A. Bachelor of Arts,College of Arts and Sciences,History,2028,2024,crm_import
12250,1,8186,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2029,2025,crm_import
12251,1,4187,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2030,2026,crm_import
12252,1,9727,B.B.A. Bachelor of Business Administration,School of Education,Education,2028,2024,crm_import
12253,1,14531,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2029,2025,online
12254,1,19190,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2030,2026,online
12255,1,4019,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2027,2023,advancement_entry
12256,1,17053,B.S. Bachelor of Science,School of Business,Business Administration,2028,2024,crm_import
12257,1,6451,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2029,2025,crm_import
12258,1,1605,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2030,2026,crm_import
12259,1,7034,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2027,2023,crm_import
12260,1,1537,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,,2024,crm_import
12261,1,16524,,School of Engineering,Computer Science,2029,2025,crm_import
12262,1,15482,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2030,2026,crm_import
12263,1,7010,,School of Engineering,Mechanical Engineering,2027,2023,online
12264,1,16037,B.A. Bachelor of Arts,College of Arts and Sciences,,,2024,online
12265,1,12237,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2029,2025,advancement_entry
12266,1,12398,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2030,2026,crm_import
12267,1,3192,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2027,2023,crm_import
12268,1,16457,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2028,2024,crm_import
12269,1,897,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2029,2025,crm_import
12270,1,17101,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2027,2023,crm_import
12271,1,13801,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2028,2024,crm_import
12272,1,18440,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2030,2026,online
12273,1,19890,B.S. Bachelor of Science,School of Education,Education,2027,2023,advancement_entry
12274,1,13468,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2028,2024,crm_import
12275,1,14015,B.S. Bachelor of Science,School of Engineering,,2029,2025,crm_import
12276,1,1775,B.S. Bachelor of Science,School of Education,Education,2030,2026,crm_import
12277,1,1209,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2027,2023,crm_import
12278,1,3090,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2028,2024,crm_import
12279,1,17625,B.A. Bachelor of Arts,School of Business,Business Administration,,2025,crm_import
12280,1,9068,B.S. Bachelor of Science,School of Health Sciences,Public Health,2030,2026,crm_import
12281,1,17979,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2027,2023,online
12282,1,2468,,College of Arts and Sciences,Economics,2028,2024,online
12283,1,18575,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2029,2025,advancement_entry
12284,1,15085,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2030,2026,crm_import
12285,1,4973,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2027,2023,crm_import
12286,1,3312,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2028,2024,crm_import
12287,1,8059,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2029,2025,crm_import
12288,1,11896,B.A. Bachelor of Arts,College of Arts and Sciences,History,2030,2026,crm_import
12289,1,2275,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2027,2023,crm_import
12290,1,15377,B.A. Bachelor of Arts,College of Arts and Sciences,,2028,2024,crm_import
12291,1,12361,B.S. Bachelor of Science,School of Business,Business Administration,2029,2025,online
12292,1,3723,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2030,2026,online
12293,1,5686,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2027,2023,advancement_entry
12294,1,13076,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2028,2024,crm_import
12295,1,2133,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2029,2025,crm_import
12296,1,7625,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2030,2026,crm_import
12297,1,2656,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,2027,2023,crm_import
12298,1,1748,B.S. Bachelor of Science,School of Business,Business Administration,2028,2024,crm_import
12299,1,19047,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2029,2025,crm_import
12300,1,141,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2030,2026,crm_import
12301,1,18185,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2027,2023,online
12302,1,7392,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2028,2024,online
12303,1,8582,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2029,2025,advancement_entry
12304,1,16767,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2027,2023,crm_import
12305,1,14306,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2028,2024,crm_import
12306,1,18939,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2029,2025,crm_import
12307,1,5803,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2030,2026,crm_import
12308,1,10953,B.A. Bachelor of Arts,College of Arts and Sciences,History,2027,2023,crm_import
12309,1,13311,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2028,2024,crm_import
12310,1,15290,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2029,2025,online
12311,1,6619,B.S. Bachelor of Science,School of Engineering,Computer Science,2030,2026,online
12312,1,14937,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2027,2023,advancement_entry
12313,1,15339,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2028,2024,crm_import
12314,1,10605,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2029,2025,crm_import
12315,1,3716,B.S. Bachelor of Science,School of Business,Business Administration,2030,2026,crm_import
12316,1,1170,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2027,2023,crm_import
12317,1,25,,College of Arts and Sciences,Biology,2028,2024,crm_import
12318,1,7073,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2029,2025,crm_import
12319,1,16734,B.A. Bachelor of Arts,School of Engineering,Computer Science,2027,2023,online
12320,1,17422,B.S. Bachelor of Science,School of Health Sciences,Public Health,2028,2024,online
12321,1,19015,B.S. Bachelor of Science,School of Health Sciences,Public Health,2029,2025,advancement_entry
12322,1,16442,,School of Engineering,Mechanical Engineering,2030,2026,crm_import
12323,1,4030,B.B.A. Bachelor of Business Administration,School of Health Sciences,,2027,2023,crm_import
12324,1,12402,B.A. Bachelor of Arts,School of Engineering,Computer Science,2028,2024,crm_import
12325,1,14592,B.B.A. Bachelor of Business Administration,School of Business,,2029,2025,crm_import
12326,1,17751,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2030,2026,crm_import
12327,1,9256,B.S. Bachelor of Science,College of Arts and Sciences,History,,2023,crm_import
12328,1,3970,B.S. Bachelor of Science,School of Engineering,Computer Science,2028,2024,crm_import
12329,1,15184,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2029,2025,online
12330,1,18603,B.S. Bachelor of Science,School of Health Sciences,Public Health,2030,2026,online
12331,1,8978,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2027,2023,advancement_entry
12332,1,7374,,College of Arts and Sciences,Political Science,2028,2024,crm_import
12333,1,1276,B.S. Bachelor of Science,School of Business,Business Administration,2029,2025,crm_import
12334,1,1619,B.B.A. Bachelor of Business Administration,School of Engineering,,2030,2026,crm_import
12335,1,2826,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2027,2023,crm_import
12336,1,16607,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2028,2024,crm_import
12337,1,18559,B.A. Bachelor of Arts,School of Business,,2029,2025,crm_import
12338,1,8169,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2030,2026,crm_import
12339,1,3903,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2027,2023,online
12340,1,9708,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,,2024,online
12341,1,9178,B.B.A. Bachelor of Business Administration,School of Education,Education,2029,2025,advancement_entry
12342,1,18578,B.A. Bachelor of Arts,School of Education,Education,2030,2026,crm_import
12343,1,9377,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2027,2023,crm_import
12344,1,18574,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2028,2024,crm_import
12345,1,15391,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2029,2025,crm_import
12346,1,9559,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2030,2026,crm_import
12347,1,7801,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2027,2023,crm_import
12348,1,8352,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2028,2024,crm_import
12349,1,12178,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2029,2025,online
12350,1,6538,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2030,2026,online
12351,1,14519,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,2028,2024,crm_import
12352,1,10675,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2029,2025,crm_import
12353,1,3814,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2030,2026,crm_import
12354,1,3840,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,2027,2023,crm_import
12355,1,2619,B.A. Bachelor of Arts,School of Business,Business Administration,,2025,crm_import
12356,1,7352,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2030,2026,crm_import
12357,1,10598,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2027,2023,online
12358,1,13650,,School of Engineering,Computer Science,2028,2024,online
12359,1,11806,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,2029,2025,advancement_entry
12360,1,1951,B.S. Bachelor of Science,School of Business,Business Administration,2030,2026,crm_import
12361,1,1407,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2027,2023,crm_import
12362,1,1389,B.S. Bachelor of Science,School of Health Sciences,Public Health,2028,2024,crm_import
12363,1,4532,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2029,2025,crm_import
12364,1,16305,B.A. Bachelor of Arts,School of Education,Education,2030,2026,crm_import
12365,1,12721,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2027,2023,crm_import
12366,1,18955,,School of Health Sciences,Public Health,2028,2024,crm_import
12367,1,10453,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2029,2025,online
12368,1,13564,B.S. Bachelor of Science,College of Arts and Sciences,,2030,2026,online
12369,1,4007,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2027,2023,advancement_entry
12370,1,11327,B.A. Bachelor of Arts,College of Arts and Sciences,,2028,2024,crm_import
12371,1,12949,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2029,2025,crm_import
12372,1,14963,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2030,2026,crm_import
12373,1,6390,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2027,2023,crm_import
12374,1,5489,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2028,2024,crm_import
12375,1,8259,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2030,2026,crm_import
